Wrd,posAsm,posEng,IdeaID,Meanings
প্ৰপিতামহী,জাতিবাচক বিশেষ্য,Common Noun,6379,"আজো আইতা,আজোবুঢ়ীআই,প্ৰমাতামহী,great grandmother"
আজোবুঢ়ীআই,জাতিবাচক বিশেষ্য,Common Noun,6379,"আজো আইতা,প্ৰপিতামহী,প্ৰমাতামহী,great grandmother"
প্ৰমাতামহী,জাতিবাচক বিশেষ্য,Common Noun,6379,"আজো আইতা,প্ৰপিতামহী,আজোবুঢ়ীআই,great grandmother"
কুলি,জাতিবাচক বিশেষ্য,Common Noun,6380,"কোকিল,পিক্,কুহুমন্দ্ৰ,কলঘোষ"
কোকিল,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,পিক্,কুহুমন্দ্ৰ,কলঘোষ"
পিক্,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,কুহুমন্দ্ৰ,কলঘোষ"
কুহুমন্দ্ৰ,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কলঘোষ"
কলঘোষ,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
বসন্তী,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
পৰপুষ্ট,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
পৰভৃ‌ত্‍,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
অন্যভৃত্‍,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
কাকপুষ্ট,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
বসন্তদূত,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
বসন্তঘোষ,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
মধুঘোষ,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
কাকপুচ্ছ,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
কোয়েল,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
বসন্তসখ,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
মধুবন,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
কোয়েলিকা,জাতিবাচক বিশেষ্য,Common Noun,6380,"কুলি,কোকিল,পিক্,কুহুমন্দ্ৰ"
খটাসুৰ,জাতিবাচক বিশেষ্য,Common Noun,6411,"naughty boy,urchin"
ওৰণি,জাতিবাচক বিশেষ্য,Common Noun,6414,"অৱগুণ্ঠন,ওৰোণা,veil,অৰহন"
অৱগুণ্ঠন,জাতিবাচক বিশেষ্য,Common Noun,6414,"ওৰণি,ওৰোণা,veil,অৰহন"
ওৰোণা,জাতিবাচক বিশেষ্য,Common Noun,6414,"ওৰণি,অৱগুণ্ঠন,veil,অৰহন"
অৰহন,জাতিবাচক বিশেষ্য,Common Noun,6414,"ওৰণি,অৱগুণ্ঠন,ওৰোণা,veil"
ডয়ন,জাতিবাচক বিশেষ্য,Common Noun,6414,"ওৰণি,অৱগুণ্ঠন,ওৰোণা,veil"
মৃৎশিল্প,জাতিবাচক বিশেষ্য,Common Noun,6419,ceramics
হাড়গিলা,জাতিবাচক বিশেষ্য,Common Noun,6420,"হাদং,Adjutant,Adjuntant bird,Adjutant stork"
হাদং,জাতিবাচক বিশেষ্য,Common Noun,6420,"হাড়গিলা,Adjutant,Adjuntant bird,Adjutant stork"
অশ্বনৰ,জাতিবাচক বিশেষ্য,Common Noun,6421,"নৰঅশ্ব,centaur"
নৰঅশ্ব,জাতিবাচক বিশেষ্য,Common Noun,6421,"অশ্বনৰ,centaur"
সমাধি স্তম্ভ,জাতিবাচক বিশেষ্য,Common Noun,6422,"স্মৃতিসৌধ,স্মৃতিস্তম্ভ,cenotaph"
স্মৃতিসৌধ,জাতিবাচক বিশেষ্য,Common Noun,6422,"সমাধি স্তম্ভ,স্মৃতিস্তম্ভ,cenotaph"
স্মৃতিস্তম্ভ,জাতিবাচক বিশেষ্য,Common Noun,6422,"সমাধি স্তম্ভ,স্মৃতিসৌধ,cenotaph"
সুৰকাৰ,জাতিবাচক বিশেষ্য,Common Noun,6427,composer
প্ৰৱেশপত্ৰ,জাতিবাচক বিশেষ্য,Common Noun,6433,"অনুমতিপত্ৰ,টিকট,টিকেট,ticket"
অনুমতিপত্ৰ,জাতিবাচক বিশেষ্য,Common Noun,6433,"প্ৰৱেশপত্ৰ,টিকট,টিকেট,ticket"
টিকট,জাতিবাচক বিশেষ্য,Common Noun,6433,"প্ৰৱেশপত্ৰ,অনুমতিপত্ৰ,টিকেট,ticket"
টিকেট,জাতিবাচক বিশেষ্য,Common Noun,6433,"প্ৰৱেশপত্ৰ,অনুমতিপত্ৰ,টিকট,ticket"
ডিপ্লমা,জাতিবাচক বিশেষ্য,Common Noun,6438,diploma
বেচোঁতা,জাতিবাচক বিশেষ্য,Common Noun,6442,"বিক্ৰেতা,বিক্ৰীদাৰ,seller,salesperson"
বিক্ৰেতা,জাতিবাচক বিশেষ্য,Common Noun,6442,"বেচোঁতা,বিক্ৰীদাৰ,seller,salesperson"
বিক্ৰীদাৰ,জাতিবাচক বিশেষ্য,Common Noun,6442,"বেচোঁতা,বিক্ৰেতা,seller,salesperson"
শৰালি,জাতিবাচক বিশেষ্য,Common Noun,6444,"Whistling Teal,Lesser Whistling Duck,Indian Whistling Duck,Tree Duck"
খোতা,জাতিবাচক বিশেষ্য,Common Noun,6470,"খোনা,বকৰা,খো-খোৱা,দকৰা"
খোনা,জাতিবাচক বিশেষ্য,Common Noun,6470,"খোতা,বকৰা,খো-খোৱা,দকৰা"
বকৰা,জাতিবাচক বিশেষ্য,Common Noun,6470,"খোতা,খোনা,খো-খোৱা,দকৰা"
খো-খোৱা,জাতিবাচক বিশেষ্য,Common Noun,6470,"খোতা,খোনা,বকৰা,দকৰা"
দকৰা,জাতিবাচক বিশেষ্য,Common Noun,6470,"খোতা,খোনা,বকৰা,খো-খোৱা"
লেবা,জাতিবাচক বিশেষ্য,Common Noun,6474,lisper
টোকোৰা চৰাই,জাতিবাচক বিশেষ্য,Common Noun,6490,"Baya Weaver burmanicus,Ploceus philippinus burmanicus"
ব্ৰিটিছ,জাতিবাচক বিশেষ্য,Common Noun,6492,"ইংৰাজ,বগা বঙাল,ফিৰিঙি,british"
ইংৰাজ,জাতিবাচক বিশেষ্য,Common Noun,6492,"ব্ৰিটিছ,বগা বঙাল,ফিৰিঙি,british"
বগা বঙাল,জাতিবাচক বিশেষ্য,Common Noun,6492,"ব্ৰিটিছ,ইংৰাজ,ফিৰিঙি,british"
ফিৰিঙি,জাতিবাচক বিশেষ্য,Common Noun,6492,"ব্ৰিটিছ,ইংৰাজ,বগা বঙাল,british"
ম্লেচ্ছ,জাতিবাচক বিশেষ্য,Common Noun,6499,"মেলেছ,barbarian,savage"
মেলেছ,জাতিবাচক বিশেষ্য,Common Noun,6499,"ম্লেচ্ছ,barbarian,savage"
আয়ুস্মান,জাতিবাচক বিশেষ্য,Common Noun,6500,"দীৰ্ঘজীৱী,দীৰ্ঘায়ুস,আয়ুষ্মন্ত,আয়ুষ্মতী"
দীৰ্ঘজীৱী,জাতিবাচক বিশেষ্য,Common Noun,6500,"আয়ুস্মান,দীৰ্ঘায়ুস,আয়ুষ্মন্ত,আয়ুষ্মতী"
দীৰ্ঘায়ুস,জাতিবাচক বিশেষ্য,Common Noun,6500,"আয়ুস্মান,দীৰ্ঘজীৱী,আয়ুষ্মন্ত,আয়ুষ্মতী"
আয়ুষ্মন্ত,জাতিবাচক বিশেষ্য,Common Noun,6500,"আয়ুস্মান,দীৰ্ঘজীৱী,দীৰ্ঘায়ুস,আয়ুষ্মতী"
আয়ুষ্মতী,জাতিবাচক বিশেষ্য,Common Noun,6500,"আয়ুস্মান,দীৰ্ঘজীৱী,দীৰ্ঘায়ুস,আয়ুষ্মন্ত"
কাকতী,জাতিবাচক বিশেষ্য,Common Noun,6506,"কাকতি,kakati,kakoty,kakoti"
কাকতি,জাতিবাচক বিশেষ্য,Common Noun,6506,"কাকতী,kakati,kakoty,kakoti"
স্মাৰক,জাতিবাচক বিশেষ্য,Common Noun,6514,prompter
লেঙেৰা,জাতিবাচক বিশেষ্য,Common Noun,6517,"খোৰা,খঞ্জ,পেঙা,পেঙুৰা"
খোৰা,জাতিবাচক বিশেষ্য,Common Noun,6517,"লেঙেৰা,খঞ্জ,পেঙা,পেঙুৰা"
খঞ্জ,জাতিবাচক বিশেষ্য,Common Noun,6517,"লেঙেৰা,খোৰা,পেঙা,পেঙুৰা"
পেঙা,জাতিবাচক বিশেষ্য,Common Noun,6517,"লেঙেৰা,খোৰা,খঞ্জ,পেঙুৰা"
পেঙুৰা,জাতিবাচক বিশেষ্য,Common Noun,6517,"লেঙেৰা,খোৰা,খঞ্জ,পেঙা"
মধ্যমা,জাতিবাচক বিশেষ্য,Common Noun,6524,"মধ্যমা আঙুলি,middle finger"
মধ্যমা আঙুলি,জাতিবাচক বিশেষ্য,Common Noun,6524,"মধ্যমা,middle finger"
মহকুমাধিপতি,জাতিবাচক বিশেষ্য,Common Noun,6525,subdivisional officer
খুলশালী,জাতিবাচক বিশেষ্য,Common Noun,6526,"চালী,sister-in-law"
চালী,জাতিবাচক বিশেষ্য,Common Noun,6526,"sister-in-law,খুলশালী"
জেশাহু,জাতিবাচক বিশেষ্য,Common Noun,6527,"বাই-শাহু,বাইচাও,sister-in-law"
বাই-শাহু,জাতিবাচক বিশেষ্য,Common Noun,6527,"বাইচাও,sister-in-law,জেশাহু"
বাইচাও,জাতিবাচক বিশেষ্য,Common Noun,6527,"বাই-শাহু,sister-in-law,জেশাহু"
ননন্দ,জাতিবাচক বিশেষ্য,Common Noun,6528,"ননদ,sister-in-law,ননন্দী,নন্দেক"
ননন্দী,জাতিবাচক বিশেষ্য,Common Noun,6528,"ননদ,sister-in-law,ননন্দ,নন্দেক"
নন্দেক,জাতিবাচক বিশেষ্য,Common Noun,6528,"ননদ,sister-in-law,ননন্দ,ননন্দী"
ননদ,জাতিবাচক বিশেষ্য,Common Noun,6528,"sister-in-law,ননন্দ,ননন্দী,নন্দেক"
নবৌ,জাতিবাচক বিশেষ্য,Common Noun,6529,sister-in-law
জা,জাতিবাচক বিশেষ্য,Common Noun,6530,sister-in-law
হাৰ্প,জাতিবাচক বিশেষ্য,Common Noun,6533,harp
নীলোৎপল,জাতিবাচক বিশেষ্য,Common Noun,6534,"নীলপদ্ম,কুবলয়,ইন্দীবৰ,নীলকমল"
নীলপদ্ম,জাতিবাচক বিশেষ্য,Common Noun,6534,"নীলোৎপল,কুবলয়,ইন্দীবৰ,নীলকমল"
কুবলয়,জাতিবাচক বিশেষ্য,Common Noun,6534,"নীলোৎপল,নীলপদ্ম,ইন্দীবৰ,নীলকমল"
ইন্দীবৰ,জাতিবাচক বিশেষ্য,Common Noun,6534,"নীলোৎপল,নীলপদ্ম,কুবলয়,নীলকমল"
নীলকমল,জাতিবাচক বিশেষ্য,Common Noun,6534,"নীলোৎপল,নীলপদ্ম,কুবলয়,ইন্দীবৰ"
নীল-পদুম,জাতিবাচক বিশেষ্য,Common Noun,6534,"নীলোৎপল,নীলপদ্ম,কুবলয়,ইন্দীবৰ"
কালকঞ্জ,জাতিবাচক বিশেষ্য,Common Noun,6534,"নীলোৎপল,নীলপদ্ম,কুবলয়,ইন্দীবৰ"
অসিতোত্পল,জাতিবাচক বিশেষ্য,Common Noun,6534,"নীলোৎপল,নীলপদ্ম,কুবলয়,ইন্দীবৰ"
সাৰংগ,জাতিবাচক বিশেষ্য,Common Noun,6535,"সাৰঙ্গ,সাৰেংগী,সাৰেঙ্গী,Sarengi"
সাৰঙ্গ,জাতিবাচক বিশেষ্য,Common Noun,6535,"সাৰংগ,সাৰেংগী,সাৰেঙ্গী,Sarengi"
সাৰেংগী,জাতিবাচক বিশেষ্য,Common Noun,6535,"সাৰংগ,সাৰঙ্গ,সাৰেঙ্গী,Sarengi"
সাৰেঙ্গী,জাতিবাচক বিশেষ্য,Common Noun,6535,"সাৰংগ,সাৰঙ্গ,সাৰেংগী,Sarengi"
পৰভক্ষী,জাতিবাচক বিশেষ্য,Common Noun,6538,"হিংস্ৰ,predator"
হিংস্ৰ,জাতিবাচক বিশেষ্য,Common Noun,6538,"পৰভক্ষী,predator"
মহিষ,জাতিবাচক বিশেষ্য,Common Noun,6539,"ম’হ,domestic buffalo,domestic asian water buffalo,bubalus bubalis"
ম’হ,জাতিবাচক বিশেষ্য,Common Noun,6539,"মহিষ,domestic buffalo,domestic asian water buffalo,bubalus bubalis"
মুই,জাতিবাচক বিশেষ্য,Common Noun,6539,"মহিষ,ম’হ,domestic buffalo,domestic asian water buffalo"
মুইহ ,জাতিবাচক বিশেষ্য,Common Noun,6539,"মহিষ,ম’হ,domestic buffalo,domestic asian water buffalo"
তাঁতী,জাতিবাচক বিশেষ্য,Common Noun,6556,"তন্তুৱায়,জোলা,বয়নশিল্পী,weaver"
তন্তুৱায়,জাতিবাচক বিশেষ্য,Common Noun,6556,"তাঁতী,জোলা,বয়নশিল্পী,weaver"
জোলা,জাতিবাচক বিশেষ্য,Common Noun,6556,"তাঁতী,তন্তুৱায়,বয়নশিল্পী,weaver"
বয়নশিল্পী,জাতিবাচক বিশেষ্য,Common Noun,6556,"তাঁতী,তন্তুৱায়,জোলা,weaver"
কুৱিন্দ,জাতিবাচক বিশেষ্য,Common Noun,6556,"তাঁতী,তন্তুৱায়,জোলা,বয়নশিল্পী"
মৰং-চোৱা,জাতিবাচক বিশেষ্য,Common Noun,6557,"মেতৰ,হৰিজন,মৰ-চোৱা,হালালখোৰ"
মেতৰ,জাতিবাচক বিশেষ্য,Common Noun,6557,"মৰং-চোৱা,হৰিজন,মৰ-চোৱা,হালালখোৰ"
হৰিজন,জাতিবাচক বিশেষ্য,Common Noun,6557,"মৰং-চোৱা,মেতৰ,মৰ-চোৱা,হালালখোৰ"
মৰ-চোৱা,জাতিবাচক বিশেষ্য,Common Noun,6557,"মৰং-চোৱা,মেতৰ,হৰিজন,হালালখোৰ"
হালালখোৰ,জাতিবাচক বিশেষ্য,Common Noun,6557,"মৰং-চোৱা,মেতৰ,হৰিজন,মৰ-চোৱা"
ঝাৰুদাৰ,জাতিবাচক বিশেষ্য,Common Noun,6557,"মৰং-চোৱা,মেতৰ,হৰিজন,মৰ-চোৱা"
জমাদাৰ,জাতিবাচক বিশেষ্য,Common Noun,6557,"মৰং-চোৱা,মেতৰ,হৰিজন,মৰ-চোৱা"
মৰচেওঁৰা,জাতিবাচক বিশেষ্য,Common Noun,6558,shroud
কাঠ আচিনাই,জাতিবাচক বিশেষ্য,Common Noun,6559,"আচিনাই,আঁজনি,আজিনাই,wart"
আচিনাই,জাতিবাচক বিশেষ্য,Common Noun,6559,"কাঠ আচিনাই,আঁজনি,আজিনাই,wart"
আঁজনি,জাতিবাচক বিশেষ্য,Common Noun,6559,"কাঠ আচিনাই,আচিনাই,আজিনাই,wart"
আজনি,জাতিবাচক বিশেষ্য,Common Noun,6559,"কাঠ আচিনাই,আচিনাই,আঁজনি,আজিনাই"
আজিনাই,জাতিবাচক বিশেষ্য,Common Noun,6559,"কাঠ আচিনাই,আচিনাই,আঁজনি,wart"
জান,জাতিবাচক বিশেষ্য,Common Noun,6562,"মইনা,সোণটো,মুনু,দেহ ডুখৰি"
মইনা,জাতিবাচক বিশেষ্য,Common Noun,6562,"জান,সোণটো,মুনু,দেহ ডুখৰি"
সোণটো,জাতিবাচক বিশেষ্য,Common Noun,6562,"জান,মইনা,মুনু,দেহ ডুখৰি"
মুনু,জাতিবাচক বিশেষ্য,Common Noun,6562,"জান,মইনা,সোণটো,দেহ ডুখৰি"
দেহ ডুখৰি,জাতিবাচক বিশেষ্য,Common Noun,6562,"জান,মইনা,সোণটো,মুনু"
মাইনা,জাতিবাচক বিশেষ্য,Common Noun,6562,"জান,মইনা,সোণটো,মুনু"
জীউমণি,জাতিবাচক বিশেষ্য,Common Noun,6562,"জান,মইনা,সোণটো,মুনু"
বেহেৰা,জাতিবাচক বিশেষ্য,Common Noun,6565,waiter
উঁহ,জাতিবাচক বিশেষ্য,Common Noun,6572,"পুং,ভূমুক,পানী-চকু,জৰণি"
পুং,জাতিবাচক বিশেষ্য,Common Noun,6572,"উঁহ,ভূমুক,পানী-চকু,জৰণি"
ভূমুক,জাতিবাচক বিশেষ্য,Common Noun,6572,"উঁহ,পুং,পানী-চকু,জৰণি"
পানী-চকু,জাতিবাচক বিশেষ্য,Common Noun,6572,"উঁহ,পুং,ভূমুক,জৰণি"
জৰণি,জাতিবাচক বিশেষ্য,Common Noun,6572,"উঁহ,পুং,ভূমুক,পানী-চকু"
পানীমেটেকা,জাতিবাচক বিশেষ্য,Common Noun,6578,"মানমেটেকা,মেটেকা,water-hyacinth,hyacinth"
মানমেটেকা,জাতিবাচক বিশেষ্য,Common Noun,6578,"পানীমেটেকা,মেটেকা,water-hyacinth,hyacinth"
মেটেকা,জাতিবাচক বিশেষ্য,Common Noun,6578,"পানীমেটেকা,মানমেটেকা,water-hyacinth,hyacinth"
মেতকা ,জাতিবাচক বিশেষ্য,Common Noun,6578,"পানীমেটেকা,মানমেটেকা,মেটেকা,water-hyacinth"
কোঁঢ়া,জাতিবাচক বিশেষ্য,Common Noun,6586,"দলসৰা,Rallus aquaticus,Water rail"
দলসৰা,জাতিবাচক বিশেষ্য,Common Noun,6586,"কোঁঢ়া,Rallus aquaticus,Water rail"
ডুবাৰু,জাতিবাচক বিশেষ্য,Common Noun,6595,diver
গ্ৰাহক,জাতিবাচক বিশেষ্য,Common Noun,6596,"গ্ৰহীতা,গ্ৰহণকাৰী,গ্ৰাহী,লওঁতা"
গ্ৰহীতা,জাতিবাচক বিশেষ্য,Common Noun,6596,"গ্ৰাহক,গ্ৰহণকাৰী,গ্ৰাহী,লওঁতা"
গ্ৰহণকাৰী,জাতিবাচক বিশেষ্য,Common Noun,6596,"গ্ৰাহক,গ্ৰহীতা,গ্ৰাহী,লওঁতা"
গ্ৰাহী,জাতিবাচক বিশেষ্য,Common Noun,6596,"গ্ৰাহক,গ্ৰহীতা,গ্ৰহণকাৰী,লওঁতা"
লওঁতা,জাতিবাচক বিশেষ্য,Common Noun,6596,"গ্ৰাহক,গ্ৰহীতা,গ্ৰহণকাৰী,গ্ৰাহী"
অংশগ্ৰহণকাৰী,জাতিবাচক বিশেষ্য,Common Noun,6597,participant
যোগনিয়াৰ,জাতিবাচক বিশেষ্য,Common Noun,6599,"যোগাওঁতা,সৰবৰাহকাৰী,যোগনীয়া,যোগানকাৰী"
যোগাওঁতা,জাতিবাচক বিশেষ্য,Common Noun,6599,"যোগনিয়াৰ,সৰবৰাহকাৰী,যোগনীয়া,যোগানকাৰী"
সৰবৰাহকাৰী,জাতিবাচক বিশেষ্য,Common Noun,6599,"যোগনিয়াৰ,যোগাওঁতা,যোগনীয়া,যোগানকাৰী"
যোগনীয়া,জাতিবাচক বিশেষ্য,Common Noun,6599,"যোগনিয়াৰ,যোগাওঁতা,সৰবৰাহকাৰী,যোগানকাৰী"
যোগানকাৰী,জাতিবাচক বিশেষ্য,Common Noun,6599,"যোগনিয়াৰ,যোগাওঁতা,সৰবৰাহকাৰী,যোগনীয়া"
নিৰ্বাপক,জাতিবাচক বিশেষ্য,Common Noun,6604,extinguisher
গুলঞ্চ,জাতিবাচক বিশেষ্য,Common Noun,6606,"শগুণীলতা,আমৈলতা,গুড়ুচী,সিদ্ধিলতা"
শগুণীলতা,জাতিবাচক বিশেষ্য,Common Noun,6606,"গুলঞ্চ,আমৈলতা,গুড়ুচী,সিদ্ধিলতা"
আমৈলতা,জাতিবাচক বিশেষ্য,Common Noun,6606,"গুলঞ্চ,শগুণীলতা,গুড়ুচী,সিদ্ধিলতা"
গুড়ুচী,জাতিবাচক বিশেষ্য,Common Noun,6606,"গুলঞ্চ,শগুণীলতা,আমৈলতা,সিদ্ধিলতা"
সিদ্ধিলতা,জাতিবাচক বিশেষ্য,Common Noun,6606,"গুলঞ্চ,শগুণীলতা,আমৈলতা,গুড়ুচী"
গিলৈ,জাতিবাচক বিশেষ্য,Common Noun,6606,"গুলঞ্চ,শগুণীলতা,আমৈলতা,গুড়ুচী"
অমৰলতা,জাতিবাচক বিশেষ্য,Common Noun,6606,"গুলঞ্চ,শগুণীলতা,আমৈলতা,গুড়ুচী"
চিৰতা,জাতিবাচক বিশেষ্য,Common Noun,6608,"কালমেঘ,মহা-তিতা,Andrographis paniculata,Chiretta"
কালমেঘ,জাতিবাচক বিশেষ্য,Common Noun,6608,"চিৰতা,মহা-তিতা,Andrographis paniculata,Chiretta"
মহা-তিতা,জাতিবাচক বিশেষ্য,Common Noun,6608,"চিৰতা,কালমেঘ,Andrographis paniculata,Chiretta"
কল্পনাথ,জাতিবাচক বিশেষ্য,Common Noun,6608,"চিৰতা,কালমেঘ,মহা-তিতা,Andrographis paniculata"
স্বামী,জাতিবাচক বিশেষ্য,Common Noun,6618,"খোদাৱন্দ,প্ৰভু,lord,master"
খোদাৱন্দ,জাতিবাচক বিশেষ্য,Common Noun,6618,"স্বামী,প্ৰভু,lord,master"
প্ৰভু,জাতিবাচক বিশেষ্য,Common Noun,6618,"স্বামী,খোদাৱন্দ,lord,master"
চকৰি-ফেঁটী,জাতিবাচক বিশেষ্য,Common Noun,6622,"cobra de capello,Naja tripudians,Naja naja"
বেলুন,জাতিবাচক বিশেষ্য,Common Noun,6659,balloon
ক্ষুদ্ৰদ্বীপ,জাতিবাচক বিশেষ্য,Common Noun,6678,islet
ধৰ্ষণকাৰী,জাতিবাচক বিশেষ্য,Common Noun,6690,"বলাৎকাৰী,rapist,দধৃক"
বলাৎকাৰী,জাতিবাচক বিশেষ্য,Common Noun,6690,"ধৰ্ষণকাৰী,rapist,দধৃক"
দধৃক,জাতিবাচক বিশেষ্য,Common Noun,6690,"ধৰ্ষণকাৰী,বলাৎকাৰী,rapist"
স্থাপত্যবিদ,জাতিবাচক বিশেষ্য,Common Noun,6709,"স্থাপতি,স্থপতি,স্থপতিবিদ,architect"
স্থাপতি,জাতিবাচক বিশেষ্য,Common Noun,6709,"স্থাপত্যবিদ,স্থপতি,স্থপতিবিদ,architect"
স্থপতি,জাতিবাচক বিশেষ্য,Common Noun,6709,"স্থাপত্যবিদ,স্থাপতি,স্থপতিবিদ,architect"
স্থপতিবিদ,জাতিবাচক বিশেষ্য,Common Noun,6709,"স্থাপত্যবিদ,স্থাপতি,স্থপতি,architect"
অংগসংস্থানবিদ,জাতিবাচক বিশেষ্য,Common Noun,6712,morphologist
গাৰোৱান,জাতিবাচক বিশেষ্য,Common Noun,6719,coachman
পকেটমাৰ,জাতিবাচক বিশেষ্য,Common Noun,6722,"জেপলুৰুকা,গাঁঠি-কটা,pick-pocket,cutpurse"
জেপলুৰুকা,জাতিবাচক বিশেষ্য,Common Noun,6722,"পকেটমাৰ,গাঁঠি-কটা,pick-pocket,cutpurse"
গাঁঠি-কটা,জাতিবাচক বিশেষ্য,Common Noun,6722,"পকেটমাৰ,জেপলুৰুকা,pick-pocket,cutpurse"
ৰাণী,জাতিবাচক বিশেষ্য,Common Noun,6726,"পটেশ্বৰী,মাদৈ,পট্টমহিষী,পট্টাৰ্হা"
পটেশ্বৰী,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,মাদৈ,পট্টমহিষী,পট্টাৰ্হা"
মাদৈ,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,পট্টমহিষী,পট্টাৰ্হা"
পট্টমহিষী,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টাৰ্হা"
পট্টাৰ্হা,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টমহিষী"
আউ-কুঁৱৰী,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টমহিষী"
আউ-কুঁৱৰীদেও,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টমহিষী"
মহিষী,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টমহিষী"
মহাদৈ,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টমহিষী"
ৰাজৰাণী,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টমহিষী"
ৰাজমহিষী,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টমহিষী"
পাটেশ্বৰী,জাতিবাচক বিশেষ্য,Common Noun,6726,"ৰাণী,পটেশ্বৰী,মাদৈ,পট্টমহিষী"
অকণ্ঠ্যা,জাতিবাচক বিশেষ্য,Common Noun,6727,"পুৰৈশাক,পূৰৈশাক,Basella Alba,Malabar Spinach"
পুৰৈশাক,জাতিবাচক বিশেষ্য,Common Noun,6727,"অকণ্ঠ্যা,পূৰৈশাক,Basella Alba,Malabar Spinach"
পূৰৈশাক,জাতিবাচক বিশেষ্য,Common Noun,6727,"অকণ্ঠ্যা,পুৰৈশাক,Basella Alba,Malabar Spinach"
কচাই,জাতিবাচক বিশেষ্য,Common Noun,6731,"কসাই,butcher"
কসাই,জাতিবাচক বিশেষ্য,Common Noun,6731,"কচাই,butcher"
চাবুকধাৰী,জাতিবাচক বিশেষ্য,Common Noun,6736,whipper
পৰিপূৰিকা,জাতিবাচক বিশেষ্য,Common Noun,6740,supplement
অঁকা,জাতিবাচক বিশেষ্য,Common Noun,6742,"হ্ৰুছু,Aka,Hrusso"
হ্ৰুছু,জাতিবাচক বিশেষ্য,Common Noun,6742,"অঁকা,Aka,Hrusso"
আখৈ,জাতিবাচক বিশেষ্য,Common Noun,6745,"জমুড়িকা,puffed rice,আখে "
জমুড়িকা,জাতিবাচক বিশেষ্য,Common Noun,6745,"আখৈ,puffed rice,আখে "
আখে ,জাতিবাচক বিশেষ্য,Common Noun,6745,"আখৈ,জমুড়িকা,puffed rice"
আই,জাতিবাচক বিশেষ্য,Common Noun,6750,"বসন্ত,বসন্তৰোগ,আইসকল,pox"
বসন্ত,জাতিবাচক বিশেষ্য,Common Noun,6750,"আই,বসন্তৰোগ,আইসকল,pox"
বসন্তৰোগ,জাতিবাচক বিশেষ্য,Common Noun,6750,"আই,বসন্ত,আইসকল,pox"
আইসকল,জাতিবাচক বিশেষ্য,Common Noun,6750,"আই,বসন্ত,বসন্তৰোগ,pox"
পণ্য,জাতিবাচক বিশেষ্য,Common Noun,6751,"পণ্যদ্ৰব্য,পণ্য-সামগ্ৰী,commodity,বেপেৰুৱা বস্তু"
পণ্যদ্ৰব্য,জাতিবাচক বিশেষ্য,Common Noun,6751,"পণ্য,পণ্য-সামগ্ৰী,commodity,বেপেৰুৱা বস্তু"
